YEAR,days,DASE_AVG,AD_S,POET_S,NREL_S,AD_N,POET_N,NREL_N,CS_N,GWC16,PALOUSE,CS_1P,AD_1P,CCBP_P,DASE_1P,VERSHIRE,CS_1V,AD_1V,CCBP_V,DASE_1V
23.8,8688,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0649122,408.9484569,237.3415463,543.6434596,126.8975439,650.3151572,107.4318461,419.3700011,650.7977385,149.7571273,2721.324175
24,8761,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0647821,408.9483488,881.6477476,772.7423536,317.1175095,850.0093002,105.3414829,987.1732779,877.5082913,344.4954762,2928.577534
24.2,8834,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0646519,408.9482407,647.4325205,688.7601773,235.7335033,759.2225654,103.2917934,763.886135,789.5454862,262.2614091,2845.895345
24.4,8907,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0645218,408.9481326,490.091828,633.4364088,198.6574016,726.6171549,101.2819862,621.7556071,741.112677,217.8051312,2822.772013
24.6,8980,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0643917,408.9480246,357.4508634,587.0425716,161.4284035,686.7330838,99.31128535,507.7054883,694.7307562,180.0229364,2793.624711
24.8,9053,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0642615,408.9479165,237.3415463,543.6434596,126.8975439,650.3151572,97.37892984,419.3700011,650.7977385,149.7571273,2766.056246
25,9126,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0641314,408.9478084,881.6477476,772.7423536,317.1175095,850.0093002,95.4841736,987.1732779,877.5082913,344.4954762,2972.474906
25.2,9199,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0640013,408.9477003,647.4325205,688.7601773,235.7335033,759.2225654,93.62628502,763.886135,789.5454862,262.2614091,2888.965582
25.4,9272,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0638711,408.9475922,490.091828,633.4364088,198.6574016,726.6171549,91.80454675,621.7556071,741.112677,217.8051312,2865.022652
25.6,9345,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.063741,408.9474841,357.4508634,587.0425716,161.4284035,686.7330838,90.01825537,507.7054883,694.7307562,180.0229364,2835.063258
25.8,9418,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0636108,408.947376,237.3415463,543.6434596,126.8975439,650.3151572,88.26672119,419.3700011,650.7977385,149.7571273,2806.690176
26,9491,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0634807,408.9472679,881.6477476,772.7423536,317.1175095,850.0093002,86.54926789,987.1732779,877.5082913,344.4954762,3012.311664
26.2,9564,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0633506,408.9471598,647.4325205,688.7601773,235.7335033,759.2225654,84.86523235,763.886135,789.5454862,262.2614091,2928.01258
26.4,9637,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0632204,408.9470517,490.091828,633.4364088,198.6574016,726.6171549,83.21396433,621.7556071,741.112677,217.8051312,2903.287267
26.6,9710,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0630903,408.9469436,357.4508634,587.0425716,161.4284035,686.7330838,81.59482624,507.7054883,694.7307562,180.0229364,2872.552833
26.8,9783,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0629601,408.9468356,237.3415463,543.6434596,126.8975439,650.3151572,80.00719291,419.3700011,650.7977385,149.7571273,2843.41202
27,9856,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.06283,408.9467275,881.6477476,772.7423536,317.1175095,850.0093002,78.45045134,987.1732779,877.5082913,344.4954762,3048.273049
27.2,9929,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0626999,408.9466194,647.4325205,688.7601773,235.7335033,759.2225654,76.92400043,763.886135,789.5454862,262.2614091,2963.220741
27.4,10002,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0625697,408.9465113,490.091828,633.4364088,198.6574016,726.6171549,75.42725079,621.7556071,741.112677,217.8051312,2937.749402
27.6,10075,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0624396,408.9464032,357.4508634,587.0425716,161.4284035,686.7330838,73.95962452,507.7054883,694.7307562,180.0229364,2906.276103
27.8,10148,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0623095,408.9462951,237.3415463,543.6434596,126.8975439,650.3151572,72.52055493,419.3700011,650.7977385,149.7571273,2876.403546
28,10221,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0621793,408.946187,881.6477476,772.7423536,317.1175095,850.0093002,71.10948638,987.1732779,877.5082913,344.4954762,3080.539912
28.2,10294,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0620492,408.9460789,647.4325205,688.7601773,235.7335033,759.2225654,69.72587403,763.886135,789.5454862,262.2614091,2994.769983
28.4,10367,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.061919,408.9459708,490.091828,633.4364088,198.6574016,726.6171549,68.36918364,621.7556071,741.112677,217.8051312,2968.588025
28.6,10440,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0617889,408.9458627,357.4508634,587.0425716,161.4284035,686.7330838,67.03889137,507.7054883,694.7307562,180.0229364,2936.411065
28.8,10513,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0616588,408.9457547,237.3415463,543.6434596,126.8975439,650.3151572,65.73448358,419.3700011,650.7977385,149.7571273,2905.841767
29,10586,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0615286,408.9456466,881.6477476,772.7423536,317.1175095,850.0093002,64.45545661,987.1732779,877.5082913,344.4954762,3109.288268
29.2,10659,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0613985,408.9455385,647.4325205,688.7601773,235.7335033,759.2225654,63.20131661,763.886135,789.5454862,262.2614091,3022.835309
29.4,10732,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0612683,408.9454304,490.091828,633.4364088,198.6574016,726.6171549,61.97157934,621.7556071,741.112677,217.8051312,2995.97711
29.6,10805,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0611382,408.9453223,357.4508634,587.0425716,161.4284035,686.7330838,60.76576996,507.7054883,694.7307562,180.0229364,2963.130658
29.8,10878,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0610081,408.9452142,237.3415463,543.6434596,126.8975439,650.3151572,59.58342291,419.3700011,650.7977385,149.7571273,2931.898572
30,10951,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0608779,408.9451061,881.6477476,772.7423536,317.1175095,850.0093002,58.42408166,987.1732779,877.5082913,344.4954762,3134.688945
30.2,11024,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0607478,408.944998,647.4325205,688.7601773,235.7335033,759.2225654,57.28729856,763.886135,789.5454862,262.2614091,3047.586472
30.4,11097,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0606177,408.9448899,490.091828,633.4364088,198.6574016,726.6171549,56.17263468,621.7556071,741.112677,217.8051312,3020.085331
30.6,11170,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0604875,408.9447818,357.4508634,587.0425716,161.4284035,686.7330838,55.07965964,507.7054883,694.7307562,180.0229364,2986.602463
30.8,11243,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0603574,408.9446738,237.3415463,543.6434596,126.8975439,650.3151572,54.00795142,419.3700011,650.7977385,149.7571273,2954.740441
31,11316,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0602272,408.9445657,881.6477476,772.7423536,317.1175095,850.0093002,52.95709622,987.1732779,877.5082913,344.4954762,3156.907314
31.2,11389,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0600971,408.9444576,647.4325205,688.7601773,235.7335033,759.2225654,51.92668828,763.886135,789.5454862,262.2614091,3069.187731
31.4,11462,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.059967,408.9443495,490.091828,633.4364088,198.6574016,726.6171549,50.91632974,621.7556071,741.112677,217.8051312,3041.075823
31.6,11535,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0598368,408.9442414,357.4508634,587.0425716,161.4284035,686.7330838,49.9256305,507.7054883,694.7307562,180.0229364,3006.988486
31.8,11608,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0597067,408.9441333,237.3415463,543.6434596,126.8975439,650.3151572,48.95420801,419.3700011,650.7977385,149.7571273,2974.528247
32,11681,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0595766,408.9440252,881.6477476,772.7423536,317.1175095,850.0093002,48.00168721,987.1732779,877.5082913,344.4954762,3176.103107
32.2,11754,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0594464,408.9439171,647.4325205,688.7601773,235.7335033,759.2225654,47.06770031,763.886135,789.5454862,262.2614091,3087.79767
32.4,11827,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0593163,408.943809,490.091828,633.4364088,198.6574016,726.6171549,46.15188668,621.7556071,741.112677,217.8051312,3059.106021
32.6,11900,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0591861,408.9437009,357.4508634,587.0425716,161.4284035,686.7330838,45.25389271,507.7054883,694.7307562,180.0229364,3024.445009
32.8,11973,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.059056,408.9435929,237.3415463,543.6434596,126.8975439,650.3151572,44.37337167,419.3700011,650.7977385,149.7571273,2991.417112
33,12046,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0589259,408.9434848,881.6477476,772.7423536,317.1175095,850.0093002,43.50998357,987.1732779,877.5082913,344.4954762,3192.430286
33.2,12119,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0587957,408.9433767,647.4325205,688.7601773,235.7335033,759.2225654,42.66339505,763.886135,789.5454862,262.2614091,3103.569089
33.4,12192,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0586656,408.9432686,490.091828,633.4364088,198.6574016,726.6171549,41.83327923,621.7556071,741.112677,217.8051312,3074.327558
33.6,12265,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0585355,408.9431605,357.4508634,587.0425716,161.4284035,686.7330838,41.01931558,507.7054883,694.7307562,180.0229364,3039.122494
33.8,12338,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0584053,408.9430524,237.3415463,543.6434596,126.8975439,650.3151572,40.22118982,419.3700011,650.7977385,149.7571273,3005.55633
34,12411,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0582752,408.9429443,881.6477476,772.7423536,317.1175095,850.0093002,39.43859378,987.1732779,877.5082913,344.4954762,3206.036975
34.2,12484,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.058145,408.9428362,647.4325205,688.7601773,235.7335033,759.2225654,38.67122529,763.886135,789.5454862,262.2614091,3116.648938
34.4,12557,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0580149,408.9427281,490.091828,633.4364088,198.6574016,726.6171549,37.91878805,621.7556071,741.112677,217.8051312,3086.886211
34.6,12630,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0578848,408.9426201,357.4508634,587.0425716,161.4284035,686.7330838,37.18099154,507.7054883,694.7307562,180.0229364,3051.165548
34.8,12703,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0577546,408.942512,237.3415463,543.6434596,126.8975439,650.3151572,36.45755087,419.3700011,650.7977385,149.7571273,3017.089335
35,12776,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0576245,408.9424039,881.6477476,772.7423536,317.1175095,850.0093002,35.74818673,987.1732779,877.5082913,344.4954762,3217.065434
35.2,12849,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0574944,408.9422958,647.4325205,688.7601773,235.7335033,759.2225654,35.0526252,763.886135,789.5454862,262.2614091,3127.178308
35.4,12922,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0573642,408.9421877,490.091828,633.4364088,198.6574016,726.6171549,34.37059773,621.7556071,741.112677,217.8051312,3096.921901
35.6,12995,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0572341,408.9420796,357.4508634,587.0425716,161.4284035,686.7330838,33.70184096,507.7054883,694.7307562,180.0229364,3060.712921
35.8,13068,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.057104,408.9419715,237.3415463,543.6434596,126.8975439,650.3151572,33.04609669,419.3700011,650.7977385,149.7571273,3026.153709
36,13141,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0569738,408.9418634,881.6477476,772.7423536,317.1175095,850.0093002,32.40311172,987.1732779,877.5082913,344.4954762,3225.652079
36.2,13214,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0568437,408.9417553,647.4325205,688.7601773,235.7335033,759.2225654,31.77263778,763.886135,789.5454862,262.2614091,3135.292448
36.4,13287,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0567135,408.9416473,490.091828,633.4364088,198.6574016,726.6171549,31.15443143,621.7556071,741.112677,217.8051312,3104.568716
36.6,13360,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0565834,408.9415392,357.4508634,587.0425716,161.4284035,686.7330838,30.54825398,507.7054883,694.7307562,180.0229364,3067.897543
36.8,13433,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0564533,408.9414311,237.3415463,543.6434596,126.8975439,650.3151572,29.95387137,419.3700011,650.7977385,149.7571273,3032.881225
37,13506,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0563231,408.941323,881.6477476,772.7423536,317.1175095,850.0093002,29.3710541,987.1732779,877.5082913,344.4954762,3231.927531
37.2,13579,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.056193,408.9412149,647.4325205,688.7601773,235.7335033,759.2225654,28.79957714,763.886135,789.5454862,262.2614091,3141.120831
37.4,13652,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0560629,408.9411068,490.091828,633.4364088,198.6574016,726.6171549,28.23921982,621.7556071,741.112677,217.8051312,3109.954981
37.6,13725,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0559327,408.9409987,357.4508634,587.0425716,161.4284035,686.7330838,27.68976579,507.7054883,694.7307562,180.0229364,3072.846596
37.8,13798,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0558026,408.9408906,237.3415463,543.6434596,126.8975439,650.3151572,27.15100289,419.3700011,650.7977385,149.7571273,3037.397925
38,13871,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0556725,408.9407825,881.6477476,772.7423536,317.1175095,850.0093002,26.6227231,987.1732779,877.5082913,344.4954762,3236.016694
38.2,13944,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0555423,408.9406745,647.4325205,688.7601773,235.7335033,759.2225654,26.10472243,763.886135,789.5454862,262.2614091,3144.78723
38.4,14017,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0554122,408.9405664,490.091828,633.4364088,198.6574016,726.6171549,25.59680088,621.7556071,741.112677,217.8051312,3113.203341
38.6,14090,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.055282,408.9404583,357.4508634,587.0425716,161.4284035,686.7330838,25.09876234,507.7054883,694.7307562,180.0229364,3075.6816
38.8,14163,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0551519,408.9403502,237.3415463,543.6434596,126.8975439,650.3151572,24.6104145,419.3700011,650.7977385,149.7571273,3039.824213
39,14236,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0550218,408.9402421,881.6477476,772.7423536,317.1175095,850.0093002,24.1315688,987.1732779,877.5082913,344.4954762,3238.038861
39.2,14309,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0548916,408.940134,647.4325205,688.7601773,235.7335033,759.2225654,23.66204036,763.886135,789.5454862,262.2614091,3146.409826
39.4,14382,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0547615,408.9400259,490.091828,633.4364088,198.6574016,726.6171549,23.20164788,621.7556071,741.112677,217.8051312,3114.430875
39.6,14455,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0546314,408.9399178,357.4508634,587.0425716,161.4284035,686.7330838,22.75021359,507.7054883,694.7307562,180.0229364,3076.518538
39.8,14528,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0545012,408.9398097,237.3415463,543.6434596,126.8975439,650.3151572,22.30756319,419.3700011,650.7977385,149.7571273,3040.274976
40,14601,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0543711,408.9397017,881.6477476,772.7423536,317.1175095,850.0093002,21.87352577,987.1732779,877.5082913,344.4954762,3238.107829
40.2,14674,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.054241,408.9395936,647.4325205,688.7601773,235.7335033,759.2225654,21.44793373,763.886135,789.5454862,262.2614091,3146.409826
40.4,14747,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0541108,408.9394855,490.091828,633.4364088,198.6574016,726.6171549,21.03062274,621.7556071,741.112677,217.8051312,3114.430875
40.6,14820,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0539807,408.9393774,357.4508634,587.0425716,161.4284035,686.7330838,20.62143169,507.7054883,694.7307562,180.0229364,3076.518538
40.8,14893,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0538505,408.9392693,237.3415463,543.6434596,126.8975439,650.3151572,20.22020257,419.3700011,650.7977385,149.7571273,3040.274976
41,14966,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0537204,408.9391612,881.6477476,772.7423536,317.1175095,850.0093002,19.82678045,987.1732779,877.5082913,344.4954762,3238.107829
41.2,15039,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0535903,408.9390531,647.4325205,688.7601773,235.7335033,759.2225654,19.44101344,763.886135,789.5454862,262.2614091,3146.409826
41.4,15112,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0534601,408.938945,490.091828,633.4364088,198.6574016,726.6171549,19.06275259,621.7556071,741.112677,217.8051312,3114.430875
41.6,15185,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.05333,408.9388369,357.4508634,587.0425716,161.4284035,686.7330838,18.69185183,507.7054883,694.7307562,180.0229364,3076.518538
41.8,15258,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0531999,408.9387289,237.3415463,543.6434596,126.8975439,650.3151572,18.32816796,419.3700011,650.7977385,149.7571273,3040.274976
42,15331,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0530697,408.9386208,881.6477476,772.7423536,317.1175095,850.0093002,17.97156056,987.1732779,877.5082913,344.4954762,3238.107829
42.2,15404,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0529396,408.9385127,647.4325205,688.7601773,235.7335033,759.2225654,17.62189193,763.886135,789.5454862,262.2614091,3146.409826
42.4,15477,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0528095,408.9384046,490.091828,633.4364088,198.6574016,726.6171549,17.27902706,621.7556071,741.112677,217.8051312,3114.430875
42.6,15550,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0526793,408.9382965,357.4508634,587.0425716,161.4284035,686.7330838,16.94283356,507.7054883,694.7307562,180.0229364,3076.518538
42.8,15623,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0525492,408.9381884,237.3415463,543.6434596,126.8975439,650.3151572,16.61318163,419.3700011,650.7977385,149.7571273,3040.274976
43,15696,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0524191,408.9380803,881.6477476,772.7423536,317.1175095,850.0093002,16.28994398,987.1732779,877.5082913,344.4954762,3238.107829
43.2,15769,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0522889,408.9379722,647.4325205,688.7601773,235.7335033,759.2225654,15.9729958,763.886135,789.5454862,262.2614091,3146.409826
43.4,15842,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0521588,408.9378642,490.091828,633.4364088,198.6574016,726.6171549,15.66221471,621.7556071,741.112677,217.8051312,3114.430875
43.6,15915,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0520286,408.9377561,357.4508634,587.0425716,161.4284035,686.7330838,15.35748072,507.7054883,694.7307562,180.0229364,3076.518538
43.8,15988,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0518985,408.937648,237.3415463,543.6434596,126.8975439,650.3151572,15.05867617,419.3700011,650.7977385,149.7571273,3040.274976
44,16061,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0517684,408.9375399,881.6477476,772.7423536,317.1175095,850.0093002,14.76568567,987.1732779,877.5082913,344.4954762,3238.107829
44.2,16134,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0516382,408.9374318,647.4325205,688.7601773,235.7335033,759.2225654,14.47839611,763.886135,789.5454862,262.2614091,3146.409826
44.4,16207,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0515081,408.9373237,490.091828,633.4364088,198.6574016,726.6171549,14.19669655,621.7556071,741.112677,217.8051312,3114.430875
44.6,16280,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.051378,408.9372156,357.4508634,587.0425716,161.4284035,686.7330838,13.92047822,507.7054883,694.7307562,180.0229364,3076.518538
44.8,16353,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0512478,408.9371075,237.3415463,543.6434596,126.8975439,650.3151572,13.64963448,419.3700011,650.7977385,149.7571273,3040.274976
45,16426,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0511177,408.9369995,881.6477476,772.7423536,317.1175095,850.0093002,13.38406075,987.1732779,877.5082913,344.4954762,3238.107829
45.2,16499,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0509876,408.9368914,647.4325205,688.7601773,235.7335033,759.2225654,13.12365447,763.886135,789.5454862,262.2614091,3146.409826
45.4,16572,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0508574,408.9367833,490.091828,633.4364088,198.6574016,726.6171549,12.86831512,621.7556071,741.112677,217.8051312,3114.430875
45.6,16645,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0507273,408.9366752,357.4508634,587.0425716,161.4284035,686.7330838,12.61794409,507.7054883,694.7307562,180.0229364,3076.518538
45.8,16718,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0505972,408.9365671,237.3415463,543.6434596,126.8975439,650.3151572,12.37244471,419.3700011,650.7977385,149.7571273,3040.274976
46,16791,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.050467,408.936459,881.6477476,772.7423536,317.1175095,850.0093002,12.1317222,987.1732779,877.5082913,344.4954762,3238.107829
46.2,16864,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0503369,408.9363509,647.4325205,688.7601773,235.7335033,759.2225654,11.8956836,763.886135,789.5454862,262.2614091,3146.409826
46.4,16937,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0502068,408.9362428,490.091828,633.4364088,198.6574016,726.6171549,11.66423778,621.7556071,741.112677,217.8051312,3114.430875
46.6,17010,119.1316467,218.4908681,550.4561294,107.1282038,60.44230309,171.5325686,38.38824009,0,484.0500766,408.9361347,357.4508634,587.0425716,161.4284035,686.7330838,11.43729537,507.7054883,694.7307562,180.0229364,3076.518538
46.8,17083,103.5904315,186.9155626,508.9396384,80.13426505,45.87058614,153.3660951,23.76796661,0,484.0499465,408.9360267,237.3415463,543.6434596,126.8975439,650.3151572,11.21476874,419.3700011,650.7977385,149.7571273,3040.274976
47,17156,319.5993422,491.1723414,704.2553427,321.4664522,202.5948241,252.8874346,139.5820212,345.811145,484.0498163,408.9359186,881.6477476,772.7423536,317.1175095,850.0093002,10.99657198,987.1732779,877.5082913,344.4954762,3238.107829
47.2,17229,152.858634,289.391657,630.1519723,174.7855041,86.58765576,212.4753806,63.63569818,0,484.0496862,408.9358105,647.4325205,688.7601773,235.7335033,759.2225654,10.78262084,763.886135,789.5454862,262.2614091,3146.409826
47.4,17302,145.0943467,263.8105288,592.9123439,146.9030727,80.68126607,193.43979,54.59810736,0,484.0495561,408.9357024,490.091828,633.4364088,198.6574016,726.6171549,10.5728327,621.7556071,741.112677,217.8051312,3114.430875
